"","negative_regulation_of_hydrogen_peroxide_intrinsic_apoptotic_signaling","negative_regulation_of_hydrogen_peroxide_programmed_cell_death","negative_regulation_of_intrinsic_apoptotic_signaling_pathway_response_hydrogen_peroxide","oxidative_stressinduced_premature_senescence","positive_regulation_hydrogen_peroxide_programmed_cell_death","regulation_of_cellular_response_oxidative_stress","regulation_of_removal_superoxide_radicals","cellular_response_to_hydroperoxide","cellular_response_to_lipid_hydroperoxide","cellular_response_to_oxidative_stress","cellular_response_to_reactive_oxygen_species","cellular_response_to_superoxide","cellular_response_to_hydrogen_peroxide"
"Colon_12",0.142974103882687,0.0894093537343161,-0.0749682641358093,-0.0533067316438337,-0.252429687506952,-0.085181285029325,-0.0556397268367582,-0.0403110481614206,-0.00098660508827472,0.0363345334653346,0.0016327020105587,0.0230485999854283,0.0362174184676299
"Colon_13",-0.149107596299897,-0.157920556043225,0.60561904205102,-0.172168990885375,0.175026559260868,-0.0191837415918576,-0.103140802847185,-0.105295139768715,-0.362752602165568,-0.038451388810687,-0.0120200615666277,0.0463943818619654,-0.0460620066123998
"Colon_14",-0.158186831094496,-0.108760803836542,0.0377144037349875,-0.0976031054119453,0.0549596787285976,0.527317795713883,-0.0873861780285048,0.0846989391808617,-0.375159433167819,-0.136681776697892,-0.050393486113276,-0.179272810789983,-0.0710074469493602
"Colon_15",0.108150990350841,-0.134116876660757,-0.158243720499619,-0.132400891263702,-0.191301335761621,-0.112430976909471,0.246069953177644,0.0209777833828119,-0.156025359058684,-0.00333331557408124,0.00194130584556215,0.0167944039017718,0.0117856610539695
"Colon_16",0.0768447710829495,-0.121871077215492,0.206058294537568,-0.0634938976246226,-0.0773714719023767,0.21772381353158,0.0300026758518697,0.192101954977609,-0.208235264534805,-0.0429224320398726,0.118063468204879,-0.165035382528274,0.020899935543783
"Colon_17",0.319762949362786,-0.211748644972681,-0.0296349963511003,-0.12350205309556,-0.209538185313272,-0.158533313980225,0.0318504046994032,-0.138930696896261,0.43177725701417,0.0443117975088824,-0.0242684634837446,0.485801935846245,0.0573737751043476
"Colon_18",-0.149165270014033,0.434246040054956,-0.1583435170241,-0.0388450412238663,-0.187273078787463,-0.0164537818525259,-0.108945697253075,0.0559274253590583,-0.162781362726558,-0.0379985065282937,-0.0375408587596519,-0.222370275233278,0.0933830931542541
"Colon_2",-0.0536161569025729,-0.188668398860101,0.473208237036322,-0.146800019517899,0.12613996240042,-0.0886127314798803,-0.179794850829479,-0.137121814540685,-0.14962574316048,-0.0266303188805758,-0.0137355717822704,0.108038775755181,0.0245367060825396
"Colon_3",-0.185050564050356,-0.168824367180605,0.570304328160138,-0.124090783576423,0.0852312648222712,-0.0369597856909518,-0.0994123944852629,-0.136270714569724,-0.330986777498688,-0.08397195619943,-0.0295547664463187,-0.0481676453080966,-0.0127352684159949
"Colon_4",0.3307162001352,-0.178682454115388,0.401156631183431,-0.207748760200033,0.056641071571482,-0.0537402231212372,-0.175348192966328,-0.179396146627848,-0.250542840148294,0.0500547825078404,0.0710940076837244,0.357857670465907,-0.0082202531461672
"Colon_5",0.0485551218895907,-0.200538768808291,0.257830476120986,-0.121045909014856,-0.104421351166287,-0.0864623481698694,-0.17120720643527,0.10088765160675,-0.265365391032532,0.0153110244415583,0.00592515096824469,0.440077354023087,0.0200372637591635
"Colon_6",-0.0127852011774143,-0.120657091705126,0.149229454621927,-0.0478901369718274,-0.15285297791299,-0.0742327099379281,-0.160530224535529,-0.0365790776868267,-0.319968507323955,-0.0129885480164396,-0.0201753591547257,0.100530815669896,-0.091409937125508
"Colon_7",0.0543708148052887,-0.0955973014000841,-0.0606287558408319,0.0478679196767822,-0.21453349037792,0.0206669668318087,-0.00594589530651049,-0.0311187176807273,0.0643691886218802,0.0322651872558539,-0.06078444269699,-0.0280343790611112,0.0322744731356093
"Colon_8",0.226304088631533,-0.237152610782201,0.125094793698456,-0.148099234883563,-0.178802671191127,-0.138675936637499,0.0667511096350635,0.000905803727321261,-0.110753640186205,0.0481316636634483,-0.0278637110395499,1.16757614318916,0.0678648675224936
"Colon_9",0.277070645736329,-0.134487301841363,0.200452369492806,-0.235851015968122,0.0977884511751247,0.0222693319944034,-0.0443091252844906,-0.0435955802424022,1.27252424161152,0.0735345637125805,0.0304712932284428,0.0510304360740623,0.0956265147805849
"Duodenum_0",-0.0972084411812023,-0.109127552836633,0.312656865522262,-0.0591520305267905,-0.12427197220948,-0.0756488090191685,-0.165684522522488,-0.0503547189233856,-0.292744190588739,-0.0187447833756006,-0.0185165374786645,-0.0163316781359451,-0.101314298695773
"Duodenum_1",0.0832540280194329,-0.159497120566478,0.296366479050283,-0.0731828355722513,-0.131080273842442,-0.140714454900371,-0.204167550473812,-0.122474713009761,-0.0875052683441663,-0.0532922298952149,-0.0303223663793046,0.154255077620026,-0.00124931826385187
"Duodenum_10",0.0613468743309991,0.162706405561538,0.110526186945157,-0.102435069319209,-0.198066138524248,-0.0318189858560019,-0.0318664864197308,0.0375971627246272,-0.0137908163312709,0.0543348994731046,0.0363688039934245,0.165168525333621,0.0667370874090004
"Duodenum_11",-0.0457285326359101,-0.0673063682897906,0.131653062652012,-0.0114011194478538,-0.0999856215811537,-0.0909016796593258,-0.0960923724787478,-0.0635250773541279,0.776501986575586,-0.0893884536082723,-0.0737484850832869,-0.113735085130328,-0.0344146282170961
"Duodenum_12",0.0127728850612543,-0.0187658174867364,0.350505504308669,-0.19822258766887,0.487295617134975,0.210173233874469,-0.148999654529101,0.106653548742304,0.53936817891896,0.0468977505644534,0.0232875319154987,-0.0652939064438949,0.0179045914557465
"Duodenum_13",0.22240649810093,-0.214117624971051,0.420408804468022,-0.267220089275257,0.250296986114353,0.0681816803982047,0.13192087868837,-0.027467715287323,2.13241128166833,0.0558636591171632,0.0671294364811058,0.332553753283362,0.0466024624287683
"Duodenum_14",0.209653598662456,0.190318057889456,0.0398534489284957,0.63500815195466,-0.0038140449730791,-0.0242382795071571,0.0119253210260561,-0.127813815413505,0.760950553849466,0.0824611601941023,0.161919559874899,0.0463409185792575,0.0567015818319039
"Duodenum_15",0.292983700054561,-0.191526895645236,0.232324491197257,-0.180863360658505,0.0325881433722626,-0.0768601356450442,-0.148940155262795,-0.159817390066154,-0.184853165564214,0.0673456012065298,0.0555777978491341,0.422777675515298,0.0371771980602771
"Duodenum_16",0.449992771118584,-0.23619326802753,-0.141042306310483,-0.202103426895802,-0.13264773415959,-0.0433902775303408,-0.107436084957707,-0.204561376946113,0.174280137924413,0.0691639179853344,0.0303038746742695,0.170189197787993,0.12022167428726
"Duodenum_17",0.0812403284961237,-0.0370736276707807,0.194786154283957,-0.183960029447819,0.311424613369426,0.0638356137946665,0.0161403042734435,0.0179264769537835,1.15477523090139,0.00711771600938062,0.0412359123809226,-0.0487372310465959,0.0121842833132229
"Duodenum_18",0.210843760310683,-0.18127585739318,0.239494220727894,-0.139475408490378,-0.210837249887352,-0.132335237442003,0.108450657800036,0.0074487271736468,-0.133645544712546,0.0453855208273849,0.00597447367997615,0.924153172435401,0.0560443704056042
"Duodenum_19",-0.149878188704421,-0.0521058254366618,0.392906299265026,-0.0964126245149391,0.226765076951057,0.0501135288218896,0.158794705181907,0.306901539094375,-0.256721757856794,0.00876218019157361,0.0252807042471666,-0.190281762831914,0.0139056198851263
"Duodenum_2",0.0180798590497231,-0.233477948118753,0.270251467032597,-0.123065944252056,-0.0274699104686571,-0.075158847997366,-0.158670715979738,-0.16056083911915,-0.166937752524921,-0.0059369636199034,-0.00541533423188582,0.180978539058748,0.0452010967242102
"Duodenum_20",0.177820059775516,0.0663202797561573,-0.0515007804883989,0.472748785602045,-0.0528510556937509,-0.0317460937947065,0.00129894905184405,-0.0317149649860215,1.16798369845879,0.0471398027061939,0.146541534251488,0.0505232570616496,0.0732976123233669
"Duodenum_21",0.467458608352988,0.332430202370352,0.0625753353326179,-0.0231664709349598,-0.103214622026575,-0.0578263960931093,-0.129073803310136,-0.149529194064666,0.789013492206236,0.0518542121021753,0.0682327418593779,0.216165916629443,0.194856217324732
"Duodenum_22",-0.178347168666444,-0.135745448650726,0.193780394734442,-0.12194634229757,0.166572823254694,0.475072071953362,-0.149580216108349,0.0218105446128409,-0.252849222125667,-0.106178463528202,-0.025547237561378,-0.0259343009155238,-0.0625221780733569
"Duodenum_3",0.174139744670878,-0.141015758531801,0.453910779999683,-0.257698443195386,0.348465874684893,0.15269022665648,0.117056614639164,-0.0872165525467832,2.26705156478349,0.0660966553329354,0.0934739094377451,0.0980477643160005,0.0608742487510759
"Duodenum_4",0.00646681349437058,-0.179335010627177,0.460578104783554,-0.106248003979206,-0.0544590129863508,-0.117891094244225,-0.155057788811386,-0.145582816368254,-0.0380003765643687,-0.0242803849184601,-0.0166908277786738,0.180245399242712,0.0325284043033729
"Duodenum_5",0.0286309869030972,-0.0153550769913424,-0.0589856283288479,-0.00780789232854649,-0.192052633218973,0.0369659123607706,0.0532660095519753,-0.0206501375801315,0.809814600672876,0.0615547515177987,-0.046290714983597,-0.0625761795006416,0.0834329107345025
"Duodenum_6",0.0493310865294226,-0.170242420496557,0.35080109888832,-0.096811045772847,-0.153346021207563,-0.104825536062227,-0.11690977381169,0.0519520686613092,-0.323513789555419,-0.0100573944380529,-0.0119020704861813,0.545866783745814,0.0138443106460223
"Duodenum_7",0.154760673864373,-0.185353287961327,-0.165228642642642,-0.133773898483539,-0.253153499364391,-0.139139549725686,0.504100156565855,0.203266126717494,0.114631302209441,0.00498428136478467,0.00836390779648141,0.153030772014953,0.0762531155973327
"Duodenum_8",-0.126176335503018,-0.0813809817022373,0.28111210198959,-0.0281564430194016,-0.0364606302537114,0.164375814006992,0.139876479041486,0.266020427861792,-0.291237163261357,-0.0856825600445199,0.0552046298117568,-0.15390768633619,-0.00531605479165091
"Duodenum_9",-0.10443463370873,-0.0903318928427669,0.315876409600599,-0.0348538290020198,-0.0919106752870223,-0.0582928378906011,-0.15548946294185,-0.0592209949209016,-0.236710446559109,-0.0527272252762344,-0.048390616922534,-0.0764554829967249,-0.0907314202327843
"Ileum_0",-0.033491664263774,-0.19648451133501,0.415025258464534,-0.132677257012187,0.0585572001688768,-0.0741918004379969,-0.156262297069634,-0.135120649974427,-0.122507125538032,-0.0107985719760188,-0.0102040354931829,0.160988384341692,0.0330716245734786
"Ileum_1",0.0342421182374205,-0.230096691315186,0.251485858489741,-0.138707555072306,-0.0222896545427315,-0.0592652192790775,-0.162706744025308,-0.14512045773366,-0.217540792286109,-0.00227368172227224,-0.00479866918336994,0.197362486335374,0.0322428169702007
"Ileum_10",-0.112960461605955,-0.0997170745966115,-0.0363452317408298,-0.19480693092513,-0.149792391594515,-0.0345830742437136,0.826450940401697,0.294908193157568,-0.353993910630057,-0.027116664378898,0.0443361239274226,0.000654537516109645,0.0410644563793077
"Ileum_11",0.0979737357667582,-0.174945373283559,0.349462211105902,-0.230687247170734,0.327950834566441,0.0119721854631238,-0.033736740532986,-0.103706536278853,1.6362200073846,0.0415693518721537,0.0681649350163588,0.195914450455418,-0.0308445263791044
"Ileum_12",-0.192983302885656,-0.0433156787947043,-0.167152272714223,-0.214706010865817,-0.0686074232938629,-0.0370858565716509,0.624434142197118,0.44534433816153,-0.364563997896243,-0.0340143600368968,0.028579205377987,-0.0350385569156253,0.0216461890331834
"Ileum_13",0.0509859438321415,0.371941812460168,0.180230863926804,0.971122545963405,0.105847319636993,0.00666109873679755,0.00210534155301324,-0.155638117452965,0.358994520687325,0.0848611486841949,0.258805219787705,0.0405185435144107,0.0185679300733579
"Ileum_14",0.250784862617641,-0.188462480740715,-0.00525806638397382,-0.110872124240206,-0.245638183290728,-0.187981427195283,-0.077232460616952,0.0163096932192211,0.0037209604606019,0.0142370916247332,-0.0489989411576695,1.50871819270714,0.0461773155728903
"Ileum_15",-0.0678005218688311,-0.199565697870782,0.157383630914469,-0.169485487606079,0.420535994230676,0.773357940199933,-0.20497819036449,-0.0782140803737674,-0.409710964556462,-0.10779443177854,0.0351247327092346,-0.145722553407966,-0.0199823985371641
"Ileum_16",-0.0501722870344713,-0.170698299563447,0.375758203709869,-0.0787573407962464,-0.000142221864127103,0.277098341316718,0.0211517790739146,0.186911061296793,-0.275797505552908,0.149505075338653,0.126796813888591,0.01300371239915,0.0890979821167229
"Ileum_17",-0.120398427272147,0.227241586192874,0.271648547673119,-0.176984880132605,-0.00972943876358896,0.144857597015654,0.367130374901926,0.416050831077173,0.0362398176462367,0.0987732367770869,0.0726095708962742,0.00876218925765317,0.177353122886536
"Ileum_18",-0.0502883460558379,-0.0159384112528504,-0.0590205229988136,-0.00832860458622155,-0.193283518978153,-0.0460013607690228,-0.0285895217311182,-0.0447337137381358,0.151891945358002,0.0235777341902565,-0.0849744233515176,-0.152671807892263,-0.0266493897759771
"Ileum_19",0.113812705769181,-0.140710849631115,0.0973328112327817,-0.0366485693286322,-0.239332398803003,-0.171374375801757,-0.199945001344152,-0.0470331175381025,-0.0833903251543165,-0.0131094880314114,0.00317646237720902,0.521520105206109,-0.000208540004086266
"Ileum_2",-0.107699462072834,-0.115560863302052,0.233931173386484,-0.0566667518860653,0.0274528642386617,0.310963574686126,0.278469317224211,0.568413540134506,-0.302506598855195,-0.0512642095033208,0.114434392495738,-0.200040550838874,0.0164241239816108
"Ileum_20",-0.0457430095168464,-0.0714260576069331,0.147200616465378,-0.0280464960422446,-0.0634227607385237,-0.0580545691218949,-0.108475612168444,0.0109456921220181,0.272835825216417,-0.0655903163233572,-0.051759781748212,-0.135465266068153,-0.0755021772285995
"Ileum_21",0.340389750300029,-0.0799620083842434,0.59026103403223,-0.244532488098692,0.216693738310807,0.273604813016907,-0.0939371990083134,0.640219800861405,1.79108335850424,0.100620910174642,0.145906887855009,-0.12485888692019,0.0203131551431558
"Ileum_22",-0.0325756937611241,-0.0281302754224298,-0.0610621114203504,0.00601584405260963,-0.190286194318683,-0.107617842643828,0.0287550051588511,0.00834490196670615,-0.0912487796118364,-0.0554868235290237,-0.0339266099607931,-0.125626970417548,-0.0492053955960095
"Ileum_23",0.00615449061304021,-0.0918215024178231,0.359534954870231,-0.185013071189704,0.362395740955191,0.0982554908925048,-0.022102506072362,0.0730971556636665,1.15321372679683,-0.0450128220187476,0.0623527079193229,-0.0256533331204614,-0.0572220758344065
"Ileum_24",0.155070552479001,0.347829886508944,0.0394399661616941,0.548229449964033,-0.0100405103503867,-0.0192532492223232,-0.0786741419459759,0.0922855195855447,0.948835172434474,0.0655218996387478,0.178847458656388,0.107293388655347,0.028920583610157
"Ileum_25",0.227296020552223,-0.211497148782808,-0.0793263164181673,-0.153735391308417,-0.0216250439279862,-0.0363051362830416,-0.113282301949305,-0.193264773858106,-0.0785197241685858,0.0474212617108602,0.0215388902134848,0.137413068799303,0.020244347852279
"Ileum_26",-0.240775391981177,0.274953291075963,-0.16803375449514,-0.0434793362402269,-0.0848478323532212,0.145816648945444,-0.0586031167310817,0.0820926116251367,-0.166395960171633,0.0204021207506218,-0.0409285758714386,-0.226288107306483,0.0678482442749337
"Ileum_27",0.253811272347798,-0.158394147612484,0.00499948529526566,-0.204555587376045,-0.170317524107204,-0.0330166713502479,-0.162079436486587,-0.119295565679778,1.11261039372298,0.0920840886459857,-0.0154657949661081,0.278245213164287,-0.0279572454980625
